Unnamed: 0,Emotion,Text,Clean_Text
20033,sadness,The only reason I check my email at school is to see if there is free food anywhere. ,reason check email school free food anywhere
20037,sadness,She felt the anguished tears of motherhood blur her vision and blinked them away . ,felt anguished tears motherhood blur vision blinked away 
20048,sadness,"Ordered a pair o Nike's from @nikestoreeurope on friday, still on being processed on monday...#impatient",Ordered pair Nikes   friday processed monday#impatient
20049,sadness, I didn't take my cellphone with me at that time . ,cellphone time 
20052,sadness,"@prdru1 I know, right? He's appealing but no sports player has ever won an appeal. ",  know right Hes appealing sports player appeal
20057,sadness,"I had a good relationship with two friends. Once without reason, they clearly showed that they thought I was naive, dull and unable to take care for myself, while I expostulated that I could manage things.",good relationship friends reason clearly showed thought naive dull unable care myself expostulated manage things
20063,sadness,"So close to Big Lots, and yet I can't go. ",close Big Lots cant go
20074,sadness,I swear if my kid wasn't there.   I woulda died long ago... ,swear kid there woulda died long ago
20076,sadness,Oh Chargers....why do you make me so sad? You know how I feel about Jay Cutler....yet his head remains on his body. ,Oh Chargerswhy sad know feel Jay Cutleryet head remains body
20082,sadness,When my family heard that my Mother's cousin who lives in England wrote us to tell that he had cancer of the lymph glands.,family heard Mothers cousin lives England wrote tell cancer lymph glands
20086,sadness," I'd love to , but I'm afraid I can't . ",Id love  Im afraid cant 
20091,sadness,"when the only people who #hyu on twitter are your gf, her best friend, and a little man. #ouch",people #hyu twitter gf best friend little man #ouch
20093,sadness,My empty tummy feels like a black hole of hunger and cold.   ,tummy feels like black hole hunger cold
20098,sadness," Better or worse , it doesn't matter . I had a lot of feelings for him . I really liked him ",Better worse  matter  lot feelings  liked
20103,sadness,I would be crushing some online poker today.  ,crushing online poker today
20104,sadness,"@itsgianluca I wish!! You said you were busy all week and we couldn't do trivia, and now I'm stuck re-tiling Isabelle's shower. ",  wish said busy week trivia Im stuck retiling Isabelles shower
20105,sadness,"I don't know why I even try studying for chemistry, it will always have the same result, the test will rape me ",know try studying chemistry result test rape
20109,sadness,"when i tweet i often think &quot;this is so retweet worthy, i hope it gets retweeted!&quot; but that hardly ever happens. ",tweet think quotthis retweet worthy hope gets retweetedquot hardly happens
20115,sadness,When grandfather died.,grandfather died
20117,sadness,Loss of close relative.,Loss close relative
20119,sadness,On my new laptop! But my parents are taking it away until Christmas in a few ): -Summer,new laptop parents taking away Christmas ): Summer
20124,sadness,"The saddest I've ever been was when my lover was killed, hitch-hiking to work.",saddest Ive lover killed hitchhiking work
20146,sadness,LOLOLOL!!!! RT @1st_ClassAct: My grandmother won't let me step foot in the kitchen.. ,LOLOLOL RT   grandmother let step foot kitchen
20151,sadness,Missed out on seeing Fiona Apple in LA tomorrow...again... ,Missed seeing Fiona Apple LA tomorrowagain
20157,sadness,"Relatives often carry enormous personal burdens , for example , the grief of losing a child 's expected bright future , or the tragic decline into senility of a loved companion . ",Relatives carry enormous personal burdens  example  grief losing child s expected bright future  tragic decline senility loved companion 
20159,sadness," I have done a lot of reading comprehension exercises , and I also spend much time in memorizing English words . ",lot reading comprehension exercises  spend time memorizing English words 
20161,sadness,Just cried watching The Last Song. And I've seen it a billion times before. ,cried watching Song Ive seen billion times before
20162,sadness,Hearing about a friend back home that had to have his stomach pumped because he had overdosed on pills.,Hearing friend home stomach pumped overdosed pills
20165,sadness," Very badly , doctor . ",badly  doctor 
20166,sadness,"Had a dream I tweeted a sentence fragment, and @pattonoswalt RT'd it. At first I was like WOO! Then realised it was at my expense. ",dream tweeted sentence fragment   RTd it like WOO realised expense
20169,sadness,This sickness and her silent treatment blew the winds out of my confession sails ,sickness silent treatment blew winds confession sails
20173,sadness,Harry released her and once again his expression was downcast . ,Harry released expression downcast 
20177,sadness,"He looked up , his lugubrious face pale , and Athelstan saw it was tear-stained . ",looked  lugubrious face pale  Athelstan saw tearstained 
20188,sadness,@JohnsonHannah I miss you:( it feels weird showering alone... And not waking up to your alarm ,  miss you:( feels weird showering alone waking alarm
20191,sadness,"You know you have no life when you have 3 tabs open and they are Twitter, Facebook, and Tumblr.... ",know life 3 tabs open Twitter Facebook Tumblr
20193,sadness,To his great sorrow he could never recall his mother . ,great sorrow recall mother 
20199,sadness,I failed a subject despite the fact that I had studied quite a lot for it.,failed subject despite fact studied lot it
20210,sadness,"When my grandfather died, I saw my grandmother crying against my aunt's shoulder (I had never seen my grandmother cry before).",grandfather died saw grandmother crying aunts shoulder (I seen grandmother cry before)
20216,sadness,"To express their grief over the Warrington atrocity , the people of Dublin sent thousands of floral tributes to Liverpool this morning with the Irish Air Corps . ",express grief Warrington atrocity  people Dublin sent thousands floral tributes Liverpool morning Irish Air Corps 
20221,sadness,Sadness - this is an emotion which I have felt very often recently. I can't remember a concrete example. I will describe my general impression from severl situations which evoked this feeling in me.,Sadness  emotion felt recently cant remember concrete example describe general impression severl situations evoked feeling me
20226,sadness,Ana has an anorexic cat ,Ana anorexic cat
20230,sadness,The queen was grief-stricken at his death . ,queen griefstricken death 
20231,sadness,Leading scorer Paul Wilkinson struck his 20th goal of the season against his former club but looked glum as he left the dressing room . ,Leading scorer Paul Wilkinson struck 20th goal season club looked glum left dressing room 
20245,sadness," Miss , I'm very sorry for the delay , please enjoy this . Free a glass of wine for inconvenience . Again I'm terribly sorry to make you wait so long . ",Miss  Im sorry delay  enjoy  Free glass wine inconvenience  Im terribly sorry wait long 
20253,sadness,3 week Facebook deactivation + my lack of iphone (shitty BB pearl) = me dead to the world. Going into withdrawals soon  ,3 week Facebook deactivation + lack iphone (shitty BB pearl) = dead world Going withdrawals soon
20255,sadness,@cedeso ummm of course its about you! I haven't seen your smile in a long time tho :( ,  ummm course you seen smile long time tho :(
20256,sadness,Kitty slept in her crate last night... I didn't like it. ,Kitty slept crate night like it
20259,sadness,"I was together with my family one night, a few days after my father had died, during that conversation I expressed my displeasure because nobody understands me.",family night days father died conversation expressed displeasure understands me
20263,sadness," We all know about that , but we have no choice . The chairman of the trade union says he is going to negotiate with the management . ",know  choice  chairman trade union says going negotiate management 
